x,y
0.0,-5.006571693977534
0.33444816053511706,-4.6505300408611605
0.6688963210702341,-0.9269048381125331
1.0033444816053512,3.590905722589989
1.3377926421404682,-0.09259220058156958
1.6722408026755853,1.5013967266548494
2.0066889632107023,10.360859374507875
2.3411371237458196,9.03722501150661
2.6755852842809364,5.182858891180391
3.0100334448160533,11.768411188266805
3.3444816053511706,8.24568069192537
3.678929765886288,9.749802269022421
4.013377926421405,15.521900214968992
4.3478260869565215,3.5939601860852832
4.682274247491639,5.884997226217262
5.016722408026756,15.138196533954646
5.351170568561873,13.3103585200834
5.68561872909699,24.843278830447957
6.020066889632107,16.817920625084067
6.354515050167224,13.973462722623553
6.688963210702341,40.17978428648227
7.023411371237458,27.07978441902116
7.357859531772576,31.421217112765255
7.6923076923076925,18.65244065670034
8.02675585284281,28.67538659489465
8.361204013377927,36.95531164856577
8.695652173913043,25.167633911048416
9.03010033444816,43.29448851004692
9.364548494983278,33.99675495537091
9.698996655518394,39.0824590743248
10.033444816053512,36.9266207665506
10.367892976588628,68.74824323181957
10.702341137123746,47.340259332593064
11.036789297658864,35.39479196966522
11.37123745819398,61.85463063073094
11.705685618729097,35.795928837520904
12.040133779264213,57.1331417118059
12.37458193979933,27.703470928310118
12.709030100334449,38.00882192958095
13.043478260869565,62.1788690265529
13.377926421404682,72.2457168388592
13.7123745819398,65.25447553521902
14.046822742474916,62.3783262244188
14.381270903010034,60.97389330770456
14.715719063545151,42.86403709747023
15.050167224080267,56.97737199198586
15.384615384615385,62.915049058699076
15.719063545150501,91.32653362711642
16.05351170568562,80.47107534143997
16.387959866220736,43.52108771175815
16.722408026755854,83.67967244371927
17.05685618729097,71.94582329828705
17.391304347826086,67.83012121145836
17.725752508361204,94.69453763071385
18.06020066889632,104.98306065528668
18.39464882943144,104.96637513836316
18.729096989966557,70.24926351527121
19.06354515050167,82.8046169126724
19.39799331103679,98.0783392445485
19.732441471571907,113.86318473592337
20.066889632107024,83.7605631394541
20.401337792642142,91.84767951272828
20.735785953177256,72.5255346043713
21.070234113712374,71.75440370264727
21.40468227424749,120.04032008399531
21.73913043478261,134.89161111302911
22.073578595317727,102.63435165506608
22.40802675585284,130.53439160139126
22.74247491638796,116.66014486054314
23.076923076923077,93.20699692297919
23.411371237458194,120.24041408245128
23.745819397993312,152.32710865770915
24.080267558528426,113.4669851070923
24.414715719063544,157.40319596528101
24.74916387959866,47.66982828592049
25.08361204013378,141.67814876398182
25.418060200668897,123.47696276059041
25.752508361204015,114.46433781215462
26.08695652173913,127.01206354964933
26.421404682274247,69.61752295559069
26.755852842809364,121.46241173368921
27.090301003344482,139.8400172140775
27.4247491638796,174.61040737670857
27.759197324414714,117.37268092910061
28.093645484949832,110.13770756243176
28.42809364548495,120.87295791795279
28.762541806020067,165.97280494522968
29.096989966555185,149.708119791357
29.431438127090303,124.50606556855308
29.765886287625417,159.13382635354733
30.100334448160535,147.61789404228256
30.434782608695652,177.59170273641456
30.76923076923077,124.84041400063444
31.103678929765888,138.67157215041902
31.438127090301002,138.07927319392869
31.77257525083612,103.43620753766511
32.10702341137124,164.6348982792794
32.441471571906355,165.1984855950117
32.77591973244147,158.0574238199609
33.11036789297659,151.3153989091228
33.44481605351171,111.05652466805921
33.779264214046826,147.84594092660936
34.11371237458194,152.19186839646804
34.448160535117054,136.99927197332036
34.78260869565217,161.98053425785028
35.11705685618729,184.58246290611285
35.45150501672241,241.89802582526931
35.785953177257525,179.52635494773952
36.12040133779264,184.41993094802032
36.45484949832776,173.41144100508563
36.78929765886288,103.51870048482182
37.123745819397996,178.58140697322762
37.458193979933114,183.6675452069707
37.792642140468224,280.98212258979913
38.12709030100334,176.91656570085647
38.46153846153846,198.50876169749847
38.79598662207358,186.56383221784426
39.130434782608695,141.58393810486623
39.46488294314381,238.71142894433854
39.79933110367893,224.42695331946257
40.13377926421405,227.99806176872343
40.468227424749166,157.72106387630907
40.802675585284284,258.05672773030165
41.137123745819395,139.2137959602179
41.47157190635451,226.86945988366526
41.80602006688963,298.98524343431137
42.14046822742475,160.97960394958253
42.474916387959865,181.18853776502453
42.80936454849498,212.5121370884422
43.1438127090301,186.9902529121724
43.47826086956522,140.86982830890545
43.812709030100336,216.2046007655283
44.147157190635454,165.7134894916629
44.48160535117057,238.421363213939
44.81605351170568,175.03645340867968
45.1505016722408,292.83269311684705
45.48494983277592,184.2320058709368
45.819397993311036,207.69620214478675
46.15384615384615,263.9432136979549
46.48829431438127,166.758960335587
46.82274247491639,239.21893018512068
47.15719063545151,294.041418737268
47.491638795986624,151.90121436442462
47.82608695652174,242.33001747295742
48.16053511705685,247.83853561250118
48.49498327759197,275.9530492243941
48.82943143812709,175.27365583971542
49.163879598662206,172.2597148262098
49.49832775919732,268.37075661327424
49.83277591973244,258.55741961795286
50.16722408026756,257.9036370558361
50.50167224080268,264.6974715474365
50.836120401337794,212.25073394148163
51.17056856187291,262.20190393801215
51.50501672240803,267.2059311967636
51.83946488294314,214.73702632980442
52.17391304347826,355.94587134288554
52.508361204013376,282.3696620234793
52.84280936454849,192.87961623033772
53.17725752508361,296.1131151680298
53.51170568561873,207.4522864132673
53.84615384615385,307.18641710130925
54.180602006688964,329.99360714436915
54.51505016722408,220.19434844311974
54.8494983277592,323.0149412872742
55.18394648829432,293.5241748787968
55.51839464882943,318.8755539517901
55.852842809364546,382.9990803142073
56.187290969899664,260.6579851430838
56.52173913043478,232.49874446847036
56.8561872909699,225.92750858678943
57.19063545150502,231.66484808254742
57.525083612040135,277.0359323606949
57.85953177257525,303.71885633868993
58.19397993311037,301.6250200880993
58.52842809364549,336.71024227777247
58.862876254180605,289.1057138073383
59.197324414715716,378.9390185412193
59.531772575250834,275.3740588029701
59.86622073578595,461.61768977784203
60.20066889632107,333.92027201917585
60.53511705685619,243.0731371576199
60.869565217391305,231.0212803392883
61.20401337792642,330.5142598771429
61.53846153846154,287.4938261016036
61.87290969899666,348.9698375791665
62.207357859531776,335.4221268112472
62.541806020066886,302.00852054698214
62.876254180602004,253.4444664110671
63.21070234113712,211.26926024439808
63.54515050167224,282.4588627738814
63.87959866220736,369.8172021758654
64.21404682274247,329.2462473120059
64.54849498327759,233.84043405079893
64.88294314381271,329.997565736361
65.21739130434783,345.98698561133835
65.55183946488295,262.05300168431273
65.88628762541806,333.86726488455633
66.22073578595318,329.0747205313094
66.5551839464883,248.4193807192906
66.88963210702342,353.0960001620533
67.22408026755853,368.9401944039122
67.55852842809365,407.12809282795797
67.89297658862876,407.1182450950682
68.22742474916387,238.38695187838462
68.56187290969899,270.63467327047067
68.89632107023411,374.9957110176895
69.23076923076923,376.751214657285
69.56521739130434,378.68558659390237
69.89966555183946,620.5084333983117
70.23411371237458,386.4083386285987
70.5685618729097,429.2491747847446
70.90301003344482,418.06465030309306
71.23745819397993,397.8935305053323
71.57190635451505,328.66457242943704
71.90635451505017,409.62442085103754
72.24080267558529,297.8288491227257
72.5752508361204,339.2154471803053
72.90969899665552,322.1900577114506
73.24414715719064,366.381285578306
73.57859531772576,536.8316196979531
73.91304347826087,221.81543364064385
74.24749163879599,417.56307632159917
74.58193979933111,243.40478923578382
74.91638795986623,332.2826453196476
75.25083612040133,454.3765247115458
75.58528428093645,376.9136049597878
75.91973244147157,289.6210774709131
76.25418060200668,319.2953973603186
76.5886287625418,430.3517990115953
76.92307692307692,320.97260275832446
77.25752508361204,397.44359751141684
77.59197324414716,385.58701888304665
77.92642140468227,331.5520230532313
78.26086956521739,557.3791647345457
78.59531772575251,438.0674936448811
78.92976588628763,224.754514006887
79.26421404682274,405.4731335794901
79.59866220735786,337.99242084475213
79.93311036789298,463.508066340595
80.2675585284281,330.1390464081352
80.60200668896321,387.5325731392994
80.93645484949833,440.5641289102254
81.27090301003345,472.4467318543401
81.60535117056857,301.67555323217294
81.93979933110369,375.621030043023
82.27424749163879,365.34557876042214
82.6086956521739,351.76614406137196
82.94314381270902,558.6789524904993
83.27759197324414,444.9238249701754
83.61204013377926,304.11335296632615
83.94648829431438,492.6194525599118
84.2809364548495,598.5063062559595
84.61538461538461,506.50429872158395
84.94983277591973,286.6401994151423
85.28428093645485,378.1553818272126
85.61872909698997,533.0987902554888
85.95317725752508,361.52410833831874
86.2876254180602,464.6218905157329
86.62207357859532,495.76004397247686
86.95652173913044,346.32609805005404
87.29096989966555,425.13977272194666
87.62541806020067,141.62714990243813
87.95986622073579,341.64555593107116
88.29431438127091,412.6661038417641
88.62876254180603,324.0587670070786
88.96321070234114,587.3054269041224
89.29765886287625,309.91973466364766
89.63210702341136,401.8383316169767
89.96655518394648,455.8565364354947
90.3010033444816,578.5359873968115
90.63545150501672,314.1655188516117
90.96989966555184,556.9887156602126
91.30434782608695,451.47652821513185
91.63879598662207,360.2866915985266
91.97324414715719,497.2915833439779
92.3076923076923,474.3113220594673
92.64214046822742,400.40489234167364
92.97658862876254,465.5125070553396
93.31103678929766,423.8305455405805
93.64548494983278,473.08484628593715
93.9799331103679,527.4509234026923
94.31438127090301,618.3281346868022
94.64882943143813,347.61072814348404
94.98327759197325,675.7849558470984
95.31772575250837,280.61588364379344
95.65217391304348,457.4387250673948
95.9866220735786,531.5803261390807
96.3210702341137,503.2327723333595
96.65551839464882,415.8448480412445
96.98996655518394,458.34781817366337
97.32441471571906,431.65504428930427
97.65886287625418,423.55889288487083
97.9933110367893,568.9210819288783
98.32775919732441,521.457359692239
98.66220735785953,417.56122743091913
98.99665551839465,579.839856315496
99.33110367892976,521.794518005082
99.66555183946488,574.967835078484
100.0,558.2221418762084
